   0.0000000e+00	   5.2493438e-03	
   1.5989060e-04	   5.5118110e-03	
   3.1978119e-04	   5.7742782e-03	
   4.7967179e-04	   6.0367454e-03	
   6.3956238e-04	   6.2992126e-03	
   7.9945298e-04	   6.5616798e-03	
   9.5934357e-04	   6.8241470e-03	
   1.0915743e-03	   7.0866142e-03	
   1.1684854e-03	   7.3490814e-03	
   1.2453966e-03	   7.6115486e-03	
   1.3223077e-03	   7.8740157e-03	
   1.3992188e-03	   8.1364829e-03	
   1.4761299e-03	   8.3989501e-03	
   1.5530410e-03	   8.6614173e-03	
   1.5775542e-03	   8.9238845e-03	
   1.5758686e-03	   9.1863517e-03	
   1.5741829e-03	   9.4488189e-03	
   1.5724973e-03	   9.7112861e-03	
   1.5708116e-03	   9.9737533e-03	
   1.5691259e-03	   1.0236220e-02	
   1.5674403e-03	   1.0498688e-02	
   1.8271220e-03	   1.0498688e-02	
   2.0868038e-03	   1.0498688e-02	
   2.3464855e-03	   1.0498688e-02	
   2.6061673e-03	   1.0498688e-02	
   2.8658490e-03	   1.0498688e-02	
   3.1255307e-03	   1.0498688e-02	
   3.3591035e-03	   1.0498688e-02	
   3.5404582e-03	   1.0498688e-02	
   3.7218128e-03	   1.0498688e-02	
   3.9031675e-03	   1.0498688e-02	
   4.0845222e-03	   1.0498688e-02	
   4.2658769e-03	   1.0498688e-02	
   4.4472316e-03	   1.0498688e-02	
   4.7504633e-03	   1.0498688e-02	
   5.1146336e-03	   1.0498688e-02	
   5.4788039e-03	   1.0498688e-02	
   5.8429741e-03	   1.0498688e-02	
   6.2071444e-03	   1.0498688e-02	
   6.5713147e-03	   1.0498688e-02	
   6.9354849e-03	   1.0498688e-02	
   1.1036924e-02	   1.0892388e-02	
   1.5138362e-02	   1.1286089e-02	
   1.9239801e-02	   1.1679790e-02	
   2.3341240e-02	   1.2073491e-02	
   2.7442679e-02	   1.2467192e-02	
   3.1544117e-02	   1.2860892e-02	
   3.3249924e-02	   1.3254593e-02	
   3.0164467e-02	   1.3648294e-02	
   2.7079010e-02	   1.4041995e-02	
   2.3993553e-02	   1.4435696e-02	
   2.0908096e-02	   1.4829396e-02	
   1.7822640e-02	   1.5223097e-02	
   1.4737183e-02	   1.5616798e-02	
   1.8446634e-02	   1.6010499e-02	
   2.5553539e-02	   1.6404199e-02	
   3.2660445e-02	   1.6797900e-02	
   3.9767350e-02	   1.7191601e-02	
   4.6874256e-02	   1.7585302e-02	
   5.3981161e-02	   1.7979003e-02	
   6.1088067e-02	   1.8372703e-02	
   5.4160808e-02	   1.7847769e-02	
   4.7233549e-02	   1.7322835e-02	
   4.0306290e-02	   1.6797900e-02	
   3.3379031e-02	   1.6272966e-02	
   2.6451772e-02	   1.5748031e-02	
   1.9524513e-02	   1.5223097e-02	
   1.4339591e-02	   1.4698163e-02	
   1.2639343e-02	   1.4173228e-02	
   1.0939095e-02	   1.3648294e-02	
   9.2388475e-03	   1.3123360e-02	
   7.5385996e-03	   1.2598425e-02	
   5.8383517e-03	   1.2073491e-02	
   4.1381038e-03	   1.1548556e-02	
   3.4308377e-03	   1.1023622e-02	
   3.2200626e-03	   1.0498688e-02	
   3.0092875e-03	   9.9737533e-03	
   2.7985125e-03	   9.4488189e-03	
   2.5877374e-03	   8.9238845e-03	
   2.3769623e-03	   8.3989501e-03	
   2.1661872e-03	   7.8740157e-03	
   1.9292956e-03	   7.4803150e-03	
   1.6924040e-03	   7.0866142e-03	
   1.4555124e-03	   6.6929134e-03	
   1.2186208e-03	   6.2992126e-03	
   9.8172915e-04	   5.9055118e-03	
   7.4483755e-04	   5.5118110e-03	
   5.8639288e-04	   5.1181102e-03	
   5.8484207e-04	   4.7244094e-03	
   5.8329126e-04	   4.3307087e-03	
   5.8174045e-04	   3.9370079e-03	
   5.8018964e-04	   3.5433071e-03	
   5.7863884e-04	   3.1496063e-03	
   5.7708803e-04	   2.7559055e-03	
   5.1891398e-04	   2.3622047e-03	
   4.3242832e-04	   1.9685039e-03	
   3.4594265e-04	   1.5748031e-03	
   2.5945699e-04	   1.1811024e-03	
   1.7297133e-04	   7.8740157e-04	
   8.6485664e-05	   3.9370079e-04	
   0.0000000e+00	   0.0000000e+00	
