   1.0000000e+00	   1.0000000e+00	
   1.0000000e+00	   9.5000000e-01	
   1.0000000e+00	   9.0000000e-01	
   1.0000000e+00	   8.5000000e-01	
   1.0000000e+00	   8.0000000e-01	
   1.0000000e+00	   7.5000000e-01	
   1.0000000e+00	   7.0000000e-01	
   1.0000000e+00	   6.5000000e-01	
   1.0000000e+00	   6.0000000e-01	
   1.0000000e+00	   5.5000000e-01	
   1.0000000e+00	   5.0000000e-01	
   9.8281321e-01	   4.5000000e-01	
   9.6562642e-01	   4.0000000e-01	
   9.4843963e-01	   3.5000000e-01	
   9.3125285e-01	   3.0000000e-01	
   9.1406606e-01	   2.5000000e-01	
   8.9687927e-01	   2.0000000e-01	
   8.7969248e-01	   1.5000000e-01	
   8.6250569e-01	   1.0000000e-01	
   8.4531890e-01	   5.0000000e-02	
   8.2813211e-01	   0.0000000e+00	
   8.1094381e-01	   0.0000000e+00	
   7.9375550e-01	   0.0000000e+00	
   7.7656720e-01	   0.0000000e+00	
   7.5937889e-01	   0.0000000e+00	
   7.4219058e-01	   0.0000000e+00	
   7.2500228e-01	   0.0000000e+00	
   7.0781397e-01	   0.0000000e+00	
   6.9062566e-01	   0.0000000e+00	
   6.7343736e-01	   0.0000000e+00	
   6.5624905e-01	   0.0000000e+00	
   6.4374943e-01	   0.0000000e+00	
   6.3124981e-01	   0.0000000e+00	
   6.1875019e-01	   0.0000000e+00	
   6.0625057e-01	   0.0000000e+00	
   5.9375095e-01	   0.0000000e+00	
   5.8125133e-01	   0.0000000e+00	
   5.6875171e-01	   0.0000000e+00	
   5.5625209e-01	   0.0000000e+00	
   5.4375247e-01	   0.0000000e+00	
   5.3125285e-01	   0.0000000e+00	
   5.1875323e-01	   0.0000000e+00	
   5.0625360e-01	   0.0000000e+00	
   4.9375398e-01	   0.0000000e+00	
   4.8125436e-01	   0.0000000e+00	
   4.6875474e-01	   0.0000000e+00	
   4.5625512e-01	   0.0000000e+00	
   4.4375550e-01	   0.0000000e+00	
   4.3125588e-01	   0.0000000e+00	
   4.1875626e-01	   0.0000000e+00	
   4.0625664e-01	   0.0000000e+00	
   3.9531890e-01	   0.0000000e+00	
   3.8438117e-01	   0.0000000e+00	
   3.7344343e-01	   0.0000000e+00	
   3.6250569e-01	   0.0000000e+00	
   3.5156795e-01	   0.0000000e+00	
   3.4063022e-01	   0.0000000e+00	
   3.2969248e-01	   0.0000000e+00	
   3.1875474e-01	   0.0000000e+00	
   3.0781701e-01	   0.0000000e+00	
   2.9687927e-01	   0.0000000e+00	
   2.8594153e-01	   0.0000000e+00	
   2.7500379e-01	   0.0000000e+00	
   2.6406606e-01	   0.0000000e+00	
   2.5312832e-01	   0.0000000e+00	
   2.4219058e-01	   0.0000000e+00	
   2.3125285e-01	   0.0000000e+00	
   2.2031511e-01	   0.0000000e+00	
   2.0937737e-01	   0.0000000e+00	
   1.9843963e-01	   0.0000000e+00	
   1.8750190e-01	   0.0000000e+00	
   1.8437661e-01	   0.0000000e+00	
   1.8125133e-01	   0.0000000e+00	
   1.7812604e-01	   0.0000000e+00	
   1.7500076e-01	   0.0000000e+00	
   1.7187547e-01	   0.0000000e+00	
   1.6875019e-01	   0.0000000e+00	
   1.6562491e-01	   0.0000000e+00	
   1.6249962e-01	   0.0000000e+00	
   1.5937434e-01	   0.0000000e+00	
   1.5624905e-01	   0.0000000e+00	
   1.5312377e-01	   0.0000000e+00	
   1.4999848e-01	   0.0000000e+00	
   1.4687320e-01	   0.0000000e+00	
   1.4374791e-01	   0.0000000e+00	
   1.4062263e-01	   0.0000000e+00	
   1.3749734e-01	   0.0000000e+00	
   1.3437206e-01	   0.0000000e+00	
   1.3124677e-01	   0.0000000e+00	
   1.2812149e-01	   0.0000000e+00	
   1.2499621e-01	   0.0000000e+00	
   1.1249658e-01	   0.0000000e+00	
   9.9996964e-02	   0.0000000e+00	
   8.7497344e-02	   0.0000000e+00	
   7.4997723e-02	   0.0000000e+00	
   6.2498103e-02	   0.0000000e+00	
   4.9998482e-02	   0.0000000e+00	
   3.7498862e-02	   0.0000000e+00	
   2.4999241e-02	   0.0000000e+00	
   1.2499621e-02	   0.0000000e+00	
   0.0000000e+00	   0.0000000e+00	
